Tue Jan 20 00:49:24 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:2 P1:1 P2:0 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:0 P1:0 P2:65 P3:0 P4:1 P5:0 P6:1 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T3 disparada | Estado plazas: P0:0 P1:0 P2:65 P3:0 P4:0 P5:1 P6:1 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:0 P1:0 P2:65 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T4 disparada | Estado plazas: P0:0 P1:0 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:0 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:2 P1:0 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T8 disparada | Estado plazas: P0:2 P1:0 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:1 P1:1 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:2 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T9 disparada | Estado plazas: P0:0 P1:2 P2:65 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:1 P2:66 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:0 P2:67 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:0 P1:0 P2:67 P3:1 P4:0 P5:0 P6:1 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T7 disparada | Estado plazas: P0:0 P1:0 P2:67 P3:0 P4:0 P5:0 P6:1 P7:0 P8:1 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T8 disparada | Estado plazas: P0:0 P1:0 P2:67 P3:0 P4:0 P5:0 P6:1 P7:0 P8:0 P9:1 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:0 P1:0 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:1 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:0 P1:0 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:0 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T9 disparada | Estado plazas: P0:1 P1:0 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:2 P1:0 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:1 P1:1 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T10 disparada | Estado plazas: P0:1 P1:1 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:0 P1:2 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:2 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:0 P1:3 P2:67 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:2 P2:68 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:1 P2:69 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:3 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T2 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:2 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T7 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:1 P4:1 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T7 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:0 P4:1 P5:0 P6:0 P7:0 P8:2 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T3 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:0 P4:0 P5:1 P6:0 P7:0 P8:2 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:1 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T4 disparada | Estado plazas: P0:0 P1:0 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:0 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:2 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:1 P1:0 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:0 P1:1 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:2 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:0 P1:1 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T10 disparada | Estado plazas: P0:0 P1:1 P2:70 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:0 P1:0 P2:71 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T2 disparada | Estado plazas: P0:0 P1:0 P2:71 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:0 P2:71 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:2 P1:0 P2:71 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T3 disparada | Estado plazas: P0:2 P1:0 P2:71 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:1 P1:1 P2:71 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:1 P1:0 P2:72 P3:1 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T4 disparada | Estado plazas: P0:1 P1:0 P2:72 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:0 P1:1 P2:72 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:0 P1:0 P2:73 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T2 disparada | Estado plazas: P0:0 P1:0 P2:73 P3:1 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T5 disparada | Estado plazas: P0:0 P1:0 P2:73 P3:0 P4:1 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:0 P2:73 P3:0 P4:1 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:0 P1:1 P2:73 P3:0 P4:1 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T6 disparada | Estado plazas: P0:0 P1:1 P2:73 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T3 disparada | Estado plazas: P0:0 P1:1 P2:73 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T4 disparada | Estado plazas: P0:0 P1:1 P2:73 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:1 P1:1 P2:73 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:1 P1:0 P2:74 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T2 disparada | Estado plazas: P0:1 P1:0 P2:74 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:2 P1:0 P2:74 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T3 disparada | Estado plazas: P0:2 P1:0 P2:74 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T4 disparada | Estado plazas: P0:2 P1:0 P2:74 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T11 disparada | Estado plazas: P0:3 P1:0 P2:74 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T0 disparada | Estado plazas: P0:2 P1:1 P2:74 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:1 P1:2 P2:74 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:3 P2:74 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:2 P2:75 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-0 | T1 disparada | Estado plazas: P0:0 P1:1 P2:76 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:3 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T2 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:2 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T5 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:1 P4:1 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T2 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:0 P4:2 P5:0 P6:1 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T6 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:0 P4:2 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T3 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:0 P4:1 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T3 disparada | Estado plazas: P0:0 P1:0 P2:77 P3:0 P4:0 P5:2 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:0 P2:77 P3:0 P4:0 P5:2 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:77 P3:0 P4:0 P5:2 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T4 disparada | Estado plazas: P0:0 P1:1 P2:77 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:0 P2:78 P3:1 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T7 disparada | Estado plazas: P0:0 P1:0 P2:78 P3:0 P4:0 P5:1 P6:0 P7:0 P8:1 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T4 disparada | Estado plazas: P0:0 P1:0 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T8 disparada | Estado plazas: P0:0 P1:0 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:0 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:1 P1:0 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:2 P1:0 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T10 disparada | Estado plazas: P0:2 P1:0 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:1 P1:1 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:2 P1:1 P2:78 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:2 P1:0 P2:79 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T7 disparada | Estado plazas: P0:2 P1:0 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T8 disparada | Estado plazas: P0:2 P1:0 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:2 P1:0 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T10 disparada | Estado plazas: P0:2 P1:0 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:1 P1:1 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:2 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:2 P2:79 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:1 P2:80 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:1 P1:0 P2:81 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:1 P2:81 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T7 disparada | Estado plazas: P0:0 P1:1 P2:81 P3:1 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T7 disparada | Estado plazas: P0:0 P1:1 P2:81 P3:0 P4:0 P5:0 P6:0 P7:0 P8:2 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T8 disparada | Estado plazas: P0:0 P1:1 P2:81 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:1 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:0 P1:1 P2:81 P3:0 P4:0 P5:0 P6:0 P7:0 P8:1 P9:0 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T8 disparada | Estado plazas: P0:0 P1:1 P2:81 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:1 P10:1 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T9 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:2 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T2 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:2 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T3 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:2 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T10 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:1 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T4 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:1 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T10 disparada | Estado plazas: P0:0 P1:0 P2:82 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:3 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T11 disparada | Estado plazas: P0:1 P1:0 P2:82 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:2 P1:0 P2:82 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T0 disparada | Estado plazas: P0:1 P1:1 P2:82 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:0 P1:2 P2:82 P3:0 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T1 disparada | Estado plazas: P0:0 P1:1 P2:83 P3:1 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T1 disparada | Estado plazas: P0:0 P1:0 P2:84 P3:2 P4:0 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T2 disparada | Estado plazas: P0:0 P1:0 P2:84 P3:1 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T3 disparada | Estado plazas: P0:0 P1:0 P2:84 P3:1 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T2 disparada | Estado plazas: P0:0 P1:0 P2:84 P3:0 P4:1 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T4 disparada | Estado plazas: P0:0 P1:0 P2:84 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:2 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:1 P1:0 P2:84 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:1 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T11 disparada | Estado plazas: P0:2 P1:0 P2:84 P3:0 P4:1 P5:0 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-2 | T3 disparada | Estado plazas: P0:2 P1:0 P2:84 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
Tue Jan 20 00:49:25 ART 2026 | Hilo: Worker-1 | T0 disparada | Estado plazas: P0:1 P1:1 P2:84 P3:0 P4:0 P5:1 P6:0 P7:0 P8:0 P9:0 P10:0 P11:0 
